Headline,Body ID,Stance
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,1958,1
"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",1702,0
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,108,3
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,2154,3
"Cook said to confirm Apple Watch is showerproof, lasts a day",121,0
Mum Offers to Sell Twin Boy to Save Twin Girl,1627,1
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",776,0
Cold Turkey,1949,1
Founding Fathers-Era Time Capsule Found in Boston,2061,0
ISIS Appears To Behead American Photojournalist In YouTube Video,1261,0
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,913,0
You may be able to make appointments at the Apple Store to try on the Apple Watch when it launches,2056,3
Soldier shot at War Memorial; multiple shots fired in Parliament,2156,1
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",366,3
Whiz kid stock picker: I didn't actually make $72M trading,313,0
Isis video claims to show beheading of British hostage David Haines,1301,0
Soldier shot near Canadian parliament building,1574,0
ISIS leader dead?,1631,0
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",1358,0
British rapper a suspect in ISIS beheading,975,0
Jose Canseco shoots self in hand,2000,3
New policy could reduce marijuana possession arrests,687,0
Eyewitness Says Viral Video of Homeless Man Was Staged,1934,0
This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,1015,0
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],1795,0
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2313,0
Seth Rogen to play Woz in Jobs biopic,646,0
ISIS cracks down on five confirmed Ebola cases among fighters: official,527,0
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1933,0
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1776,0
Islamic State reports youngest jihadist 'martyred' in battle,847,0
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",2081,0
Reports: Boko Haram may release schoolgirls as part of deal,1697,0
Report: Christian Bale Will Play Steve Jobs,1658,0
"Islamic State leader's family detained by Lebanon, officials say",2268,3
Hilarious: North Dakota Pays Special Tribute to President Obama,265,0
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',730,0
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,1314,3
Apple may launch 12-inch MacBook Air with Retina Display,1234,0
Bali spider burrows under Aussie’s chest,986,2
Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,2377,0
Apple's 12-Inch Retina MacBook Air Shown in Artist's Renditions,1362,3
"Nun gives birth, intends to keep baby",534,3
Pentagon: Somali terror group leader killed in U.S. airstrike,2374,3
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,467,0
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,1948,0
Experts: More facts needed on purported audio recording of Michael Brown shooting,2141,0
"No, a bird didn't poop on Vladimir Putin",720,0
Microsoft turns to robotic security guards to watch for trouble,2306,0
Amazon.com to open first physical store in Manhattan: DJ,568,0
Iraqi media: ISIS militants have contracted Ebola,2138,3
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,2421,0
Everyone chill! Banksy has NOT been arrested,2412,0
Missing American journalist reportedly beheaded by Islamic State,984,0
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",419,0
Macaulay Culkin Dead?,2341,3
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1803,0
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1540,2
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1372,0
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1374,1
Saddam Hussein’s pilots training Islamic State group,487,0
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,723,0
"Palestine accuses Israel of opening dams, flooding Gaza, forcing evacuations",993,0
Give a homeless man $100 and see what he does with it [Video],1681,0
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,2356,3
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,1572,0
CNN Posts Alleged Audio of Michael Brown Shooting,1818,3
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,707,0
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1597,3
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2192,0
Catholic Priest Claims God Is Female After Clinically Dead Experience,2520,0
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,646,0
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,8,0
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",173,0
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,1221,0
Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,2220,0
Apple Watch launch expected in late March,2273,3
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",788,0
Isis claims it has US airdrop of weapons,1347,0
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2463,3
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",2147,0
Meteorite leaves crater in Nicaraguan capital Managua,1825,3
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',2254,0
Texas City plumber's truck ends up in Syrian war,1299,0
Has Ebola infected Isis militants in Mosul?,2299,0
Was The Batmobile Stolen In Detroit?,61,0
Apple Watch mass production kicks off in January: Report,2116,0
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1223,0
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,693,0
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,1681,0
Macaulay Culkin dead: The death hoax is once again on the child actor,1423,0
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),1029,0
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials,1739,0
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,416,3
Spiderman' squished: Perth experts debunk spider burrowing claims,2293,3
God Is A Woman – Resurrected Father Narated,1849,1
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,2192,0
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",922,3
"Sorry, KFC isn't going to be selling weed in Colorado restaurants",527,0
Matt Taibbi on leave of absence from First Look Media,879,1
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,539,0
Unverified video shows beheading of aid worker David Haines,1477,0
Dumped woman spends a week in KFC to get over ex,1266,0
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",908,0
WTC rats scare off Anna Wintour,367,0
"Managua explosion not a meteorite, NASA suggests",1213,1
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",2338,3
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,2410,0
"In Kim Jong Un's absence, his sister may rule. Or not.",490,0
"Yemen says U.S. man freed, sister says he’s dead",1256,0
Islamic State using 'SCORPION bombs' to terrorise victims,1385,0
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1349,0
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,530,0
The rats eat Prada at Vogue NY office,1435,0
What One Homeless Man Does with $100 Will Astonish You (VIDEO),2305,1
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1002,0
"No, a spider (probably) didn't crawl through a man's body for several days",1860,2
Isis tells mother on rescue mission :’You’ve just eaten your son’,2313,0
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",986,0
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1217,3
North Korean leader Kim Jong-un to open restaurant in Scotland,2225,2
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,639,0
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1575,0
No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,214,0
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2141,0
"North Korea ordered citizens named Kim Jong Un to change their names, says new report",520,0
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,1408,0
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",472,0
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",1461,0
Is this proof of bigfoot? New 'yeti' video shows giant hairy beast walking through forest,2377,3
ISIS Beheads American Journalist,7,0
Alleged audio of Michael Brown shooting released,1628,0
Wayward sister ‘nun the wiser’ about baby,699,0
Apple may launch 12-inch MacBook Air with Retina Display,2509,0
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,1339,0
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,2344,0
Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,1534,3
Breaking: Soldier shot at National War Memorial in Ottawa,1089,1
"Whoa, Paul Rudd Was One of the Airport Heroes Who Took Down the Homophobe",1814,0
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2367,0
"A message from Jim's mom, Diane Foley:",2296,0
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",964,0
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1790,3
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1528,0
Kanye Banned,514,3
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2296,0
Lebanon 'holding IS leader's daughter and ex-wife',1943,0
Pumpkin Spice condoms? Don't fall for this hoax.,608,0
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1959,1
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,633,0
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,458,1
Ottawa Gunman Identified As Michael Zehaf-Bibeau,2141,0
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,1380,1
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,1438,0
British hostage David Haines beheaded by Islamic State terrorists,1360,0
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1237,0
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",125,0
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",2448,3
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,1368,3
Kim Jong-Un 'bans the name Kim Jong-un',2296,0
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",54,0
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",1296,0
Meet the X-BOY: Electric shock turns kid into MAGNETO,2415,3
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,1278,0
Priest who died for 48 minutes says he met God and she’s a woman,1008,1
BREAKING: ISIS Beheads American Journalist James Wright Foley,1283,0
Hairgate': iPhone hit by new social media storm,1787,0
Mexico Says Students Not Among Dead in Mass Grave,1912,3
Was The Batmobile Stolen In Detroit?,621,0
New Audio Shows Michael Brown Was Shot at 11 Times,511,0
Iraqi airstrike kills key ISIL leader,1871,0
Obama: murder of James Foley 'shocks the conscience of the entire world',26,0
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",2304,3
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1103,0
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",365,0
"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",2497,3
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1875,0
Audio may have captured Michael Brown shooting,1131,0
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,614,3
Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’,2290,3
"No, that broken pencil illustration isn't by Banksy",1545,0
"So, There Might Be a Rat Infestation at Vogue",2520,3
Cannibal mum tries to EAT her own baby shortly after giving birth,867,0
Soldier shot in Ottawa at War Memorial,961,0
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1574,0
Report: Exec popped for $300k dinner after run at blackjack,1682,3
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1946,3
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1471,3
Watch marine take sniper shot to the head and live,2213,0
The baby from Teletubbies reveals herself,2076,1
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,1906,0
